User,Comments,Likes,Date
@user-xc5ei9qo6o,Boring where are the single player games?,0,2 weeks ago
@nobleaxiom,Concord team could have cooked an amazing FF7 TFS cross platform console title.,0,12 days ago
@Sir.bookum,What a disappointment I only care about GOW & Until Dawn,0,2 weeks ago
@christiancrazy-skydiver-gu739,Yeaa Astro Bot!! ^^ ,0,2 weeks ago
@nobleaxiom,Where is PS5 PRO :/,0,12 days ago
@douglasmacambira4697,Bad bad bad,0,2 weeks ago
@HitopEiwv,When will Sony release its official games?,0,2 weeks ago
@Pergynter,ASTRO BOT ! they saved the best for last.,0,2 weeks ago
@fahadfaruqi203,Astrobot!!!!!!,0,2 weeks ago
@TheWOLF1201,"Im just gonna say it. Im sick of the Hero Shooter, Samurai, PSVR2 Titles, and Knock off FF Games.  Until Dawn and Silent Hill 2 looks to be the only upside of the entire show. But one of those is just a remaster and the other a full remake. Path of exile looks optimistic after Diablo 4 but im not rushing into that whatsoever. Astro Bot would be cool if i was 9yr old again.   This show was a letdown. Hopefully they have more coming this summer",2,2 weeks ago
@mahmoudhossam6509,L after L after L,0,2 weeks ago
@bonzero,boring cinematics honestly.. cliche superhero stuff,0,2 weeks ago
@Shoonya_000,"Like, seriously guys??? ",0,2 weeks ago
@AngryApple,Can we have a new Videogame Crash please? Dont wanna play all this live service garbage.,0,2 weeks ago
@DeLong1,The vr games looked sick,0,2 weeks ago
@Knight_warrior_,E2-821130A6 i cant even active my own account,0,2 weeks ago
@Alpha88439,Shawne ruined it all with his lies ️‍️️‍,0,2 weeks ago
@sebaseba360,Dramat ,1,2 weeks ago
@battlehardened3986,Absolute trash stop with the DEI nonsense just make fun games,0,2 weeks ago
@adammaxwell8897,I'd be more excited about this if Sony didn't do exclusive games,0,2 weeks ago
@dennisbergen9892,Only game that looks interesting is Ballad of Antara.  It does not appear to have pronouns or ugly women characters.  Yet.,0,2 weeks ago
@user-xn6lq2ye3v,"La industria ya no es lo que fue,mucho fondo buitre metiendo dinero que roban de los estados en videojuegos y no hay creatividad,son todo copias de sekiro y shooters on line con cero carisma,cero historia,cero puzzles,cero juegos,solo machacar botones,silent hill 2 remake? Juegos japoneses malos de segunda clase....no se si ps3 fue igual,pero recuerdo la generación de 360 y los primeros años de ps4,no eran así,ahora te estafan por todas partes,dlc's que deberían ser contenido del juego,te cobran las armas,te cobran mapas......pero cero pensar,solo aporrear botones,no somos conscientes de lo que realmente están ganando,más que el P.I.B. de un pais,seguro,sus accionistas vienen de los sectores inmobiliarios de comprar pisos,echar a gente de esos pisos,venderlos a bancos,recalificar,etc,etc,etc,invierten en dinero en videojuegos,como embracer group,por ejemplo y pretenden seguir robando,así que adaptan sus políticas al mundo del videojuego,por eso toda esta basura,por eso los medios digitales son basura tb,es todo una basura ",0,2 weeks ago
@Vesuvio1904,"Well, that was boring ",0,2 weeks ago
@jeffreyh9908,ASTRO,0,2 weeks ago
@romain9079,bloodborne,0,2 days ago
@ChochoLevi,Monster Hunter in 2025 looks like 2015...,0,2 weeks ago
@realtv101,Astrobot being the star of the show just shows us how bad the industry is right now. This game was basically a tech demo now the best looking game shown at SOP. Monster Hunter also looked great! I never played the game before but this one has my attention!,0,2 weeks ago
@raulm6073,They should remove that pronouns BS in Concord,0,2 weeks ago
@sho-ep6gy,I can't wait not to play any of the garbage service games presented here,0,2 weeks ago
@zOOpygOOpert,LittleBigPlanet please,0,2 weeks ago
@GoldenSpike300,Doesn’t playstation always do this before they start releasing bangers…,0,2 weeks ago
@nestorramos4968,So much DEI,0,2 weeks ago
@salihgonlutok5959,well this was boring,0,2 weeks ago
@fatsoasdf,Awful. Just do bloodborne already.,0,2 weeks ago
@ej4087,Not gonna lie this sucked and I'm a Playstation guy lol,0,2 weeks ago
@Wilk111,This honestly was meh,0,2 weeks ago
@themiskoles4714,WOW this was trash lol,0,2 weeks ago
@chooky85,Xbox wins and their show not until next weekend,0,2 weeks ago
@solinvictus77,what a f king joke ,0,2 weeks ago
@alexbiehn978,"worst state of play ever, nothing interesting...SH2 remake looks sooo bad :(",0,2 weeks ago
@Re-Air666,I like it!,0,2 weeks ago
@AKOntheBeat,What a SAD presentation| to poor,0,2 weeks ago
@vkt2188,"very boring, except for sh2 and pathofexile",0,2 weeks ago
@geovanicaon20,yikes,0,2 weeks ago
@DaltaZon-mk6ux,"That's a man, baby.",0,2 weeks ago
@user-xc5ei9qo6o,BLOODBORNE 2,0,2 weeks ago
@TheSEWEGI,Mmmm a 5v5 Overwatch clone with pronouns. Can't wait not to play it,0,2 weeks ago
@Wolfslash,Yikes,0,2 weeks ago
@drizzydre326,lol,0,2 weeks ago
@kylethorsrud1692,Worst State of Play I’ve ever seen,0,2 weeks ago
@pixwiz1935,People say Superman game can't work because hes too strong. And then there is Dynasty Warriors where a dude just plows through bunch of guys until getting to one of the stronger ones.,0,2 weeks ago
@G-ForceLogic,Not interested. Aaaaaahhhhhhhh,0,2 weeks ago
@marlybob1,woke in my games!! ergh no no nononononononononononnono!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,9 days ago
@lisielo4739,Como que Nintendo increíblemente les está ganando la partida absolutamente en todo,0,2 weeks ago
@steviecava,Concord looks like woke trash.,0,2 weeks ago
@HH-BB-,"Cool Sony, eine halbe Stunde nur Müll ",0,2 weeks ago
@azizalfa752,50% full woke 50% Life service what happened to Sony Sadly they lost there way maybe one day gaming can be like in the 90 or 2000 again,0,2 weeks ago
@EmissaryOfSmeagol,"33:32 ICO reference, huge W",0,2 weeks ago
@Joseph-wh5of,So... Why do people like PlayStation so much? These games and this console generation are terrible.,0,2 weeks ago
@AphexWebb,This was disappointing.,0,2 weeks ago
@finnrogue9435,Concord looks amazing,0,2 weeks ago
@labmonkeycreative,If concords free to play I'll check it out but it looks generic.,0,2 weeks ago
@YanisM-vi2xw,"Concord 5v5 Arena shooter héro 16 Character ? Why there are 4 Free agent  9:50 yeah youre lied about this game since 1 years, The Day before  marketing. You hide ATH and you wil be indpired by create a Overwatch clone inspired by Guardian of the Galaxy and other games. Youre character are Awful design and pronoums.",0,2 weeks ago
@tomalbeartcharles7560,SKON!!!,0,2 weeks ago
@hagharth,not impressed...,0,2 weeks ago
@IgorAlvarenga791,Méhh... ,0,2 weeks ago
@deaddog5973,bruh literally only garbage,0,2 weeks ago
@TheAugusta3,disappointed,0,2 weeks ago
@Mizerka_,"terrible, truly.",0,2 weeks ago
@ruslansbehterevs-uw5ho,Generation of nothing.,0,2 weeks ago
@alexeysaul3718,state of sleep,0,2 weeks ago
@kubazet98,Utterly disappointing,0,2 weeks ago
@user-br1eg4fk6g,Paragon Vibe ,0,2 weeks ago
@Kadaververwaertungsanstalt,"Nobody likes DEI... Sony: ""lets do DEI""",0,2 weeks ago
@lowsaac,What's with all this multiplayer pvps? I feel like I'm walking down the overwatch aisle at the grocery store.,0,2 weeks ago
@FrankAtcheson-po3jb,"The gaming industry condensed in one video: soulslikes, games as a service, remakes, ports.",0,2 weeks ago
@masterpills,Can't wait to pirate GoW Ragnarok instead of just paying for it.,0,2 weeks ago
@lonelyone,"Yeah, that's a man.",0,2 weeks ago
@ccwarnick,Playstation: for gamers that like to watch cinematics while occasionally pressing a button.,0,2 weeks ago
@Zman158,what a trash show ,0,2 weeks ago
@KenSaiKri,A quand de vrais jeux ? Très ennuyant et décevant...,0,2 weeks ago
@mollyospikminio,"Concord looked interesting until the gameplay looked like Overwatch. But hey, Dynasty Warriors looks pretty sick if you ask me. ",0,2 weeks ago
@jovieasyrof2017,what a joke,0,2 weeks ago
               @netrodex             ,"PSN plus PC, SINGLE player = big turned off.",0,2 weeks ago
@NeoDrao,All these games look like garbage,0,2 weeks ago
@DavidMartin-sw3wx,The worst showing ever,0,1 day ago
@ricardobernardo2272,epic fail.,0,2 weeks ago
@Joseph-wh5of,This looks horrible.,0,2 weeks ago
@gueritoelbandito4354,State of Slop,0,2 weeks ago
@trickster8273,Most mid state of play,0,2 weeks ago
@Sabu8000,This was garbage.,0,2 weeks ago
@JamesBrown-xb7yi,What a lame showcase,0,2 weeks ago
@JohnnyL-rz5wd,9:49 pronouns on character select screen ,0,2 weeks ago
@kidkune,ridicoulusness,0,2 weeks ago
@jcvdchuck7915,WokeStation 5,0,2 weeks ago
@Jordo1981,EPIC FAIL,0,2 weeks ago
@dreamtheaterpantera,State of nothing,0,2 weeks ago
@jamesalves8125,Absolutely trash,0,8 days ago
@Vits_mda,Absolutely trash,0,9 days ago
@Funkadizzleify,Hard pass.,0,2 weeks ago
@TheCephalon,Probably spent 2 months developing that concord video. Should have used that time to actually work on the game,0,2 weeks ago
@meleegames,Thats it?,0,2 weeks ago
@user-jp9is7jq3l,PS4でも発売しろよ,0,2 weeks ago
@wilfriedvandevelde5135,Booooooring ,0,2 weeks ago
@SilkMilkJilk,"woke garbage and live service, some exec really remembered basic math laws and thought: hold up a minute",0,2 weeks ago
@akshaysharma30498,Astrobot yayyy!!,0,2 weeks ago
@fairyfire6481,"How is astrobot which is basically a commercial, the only exciting game in here?",0,2 weeks ago
@Crimsongz,Worst console generation,0,2 weeks ago
@colebuckhart,yawn,0,2 weeks ago
@PSNmoNL,Bad games,0,2 weeks ago
@michaelmonstar4276,They really showed off a PS3-looking game with PS2-moments with Dynasty Warrior...,0,2 weeks ago
@legoman1990,boring,0,2 weeks ago
@kamiljan8419,"Does anyone else wonder why Sony blatantly lies to viewers? in Ragnarok they were able to provide information about available platforms, while in the case of Silent Hill 2 and POE2 we are talking about MULTIPLATFORMS! Why does the framework only include information about PS5 at the end? why are you blatantly deceiving people about the title's availability on other platforms?! ",0,2 weeks ago
@peepsiee,"ONE GAME, I DON'T KNOW WHY",0,2 weeks ago
@shenmue1028,Huge disappointment !!!!!! Astro Bot is not a PSVR2 title. At least give us a hybrid version please!!,0,2 weeks ago
@lairjmjcccb,Astrooooooooooooo !!! ,0,13 days ago
@tbsgjack2555,You know it's bad when Astro Bot is the coolest thing here,0,2 weeks ago
@nilsdannemann,09:50 Pronouns in the character select screen. Are you kidding me?   For f***s sake... ,0,2 weeks ago
@gutz4garterz735,hang on ? this is just a remastered version of last year's SOP ....,0,2 weeks ago
@illidan3780,trash,0,2 weeks ago
@littlegayfurrywolfjeremiev7781,I want monster hunter ,0,2 weeks ago
@luciocf2007,Where is Bloodborne?,0,2 weeks ago
@eggboy1987,"I honestly think that AstroBot is the most fun game out of all that has been shown here, it's a shame they put it last.",0,3 weeks ago
@MJS-WarZ,I thought concord would be a new adventure game but it’s just another over watch game they lost me on that game,0,2 weeks ago
@jesseluna98,"PlayStation nowadays is nothing but crappy multi-player shooters and boring fantasy sword games, all with DLC and MTX. There used to be so much variety in games during the PS1-3 eras, that I haven't bought a current gen console. The gaming industry deserves to crash at this point.",0,2 weeks ago
@Actroids,"So now i can sell my ps5 now, eh sony? There's no point in holding a platform console that have NO EXCLUSIVES.. Im moving on to an xbox, curious to try their exclusives halo n starfield though..  So few of us lefts(playstation gamers).. Once my ps5 sold, u lose another sony user..",0,2 weeks ago
@dunkly85,Nothing but garbage.,0,2 weeks ago
@tasseiviews2947,Astrobot not in VR?,0,2 weeks ago
@guitarevolution,"Silent Hill 2 trailer was totally disappointing, not worth what they're charging. The character movement is strange, the animations are rough and the graphics are worthy of, at most, Playstation 3",0,2 weeks ago
@keremylmz666,No bloodborne no like.,0,2 weeks ago
@JohnnyRogers-vy5fl,ASTRO might be the only decent game that's coming the rest looks like trash,0,2 weeks ago
@chriss5484,Astro bots and silent Hill was probably the most exciting out of this whole live,0,7 days ago
@INFINITY-oe4is,Astro Bot is the game for me!,0,2 weeks ago
@michaelmonstar4276,11:47 - They showed it as Vert-,0,2 weeks ago
@samanthabernal1521,L,0,2 weeks ago
@michagadomski9348,XD,0,2 weeks ago
@dinerenblancc,People in the comments acting like Concord was the only game announced. lol,0,2 weeks ago
@AntonMikhaylov,Garbage,0,2 weeks ago
@MichaelHawk42069,STOP REQUIRING PSN FOR PC GAMES. WE DON’T WANT IT.,0,2 weeks ago
@imAreyz,We saving our money this year,0,2 weeks ago
@jesseluna98,9:49 Having pronouns signifies that this game is already a failure.,0,2 weeks ago
@themandaloriangamingnetwor4964,Wheres Days Gone 2?,0,2 weeks ago
@MegaShresth,"Every year, it seems Sony sets the bar lower, and this year's 'State of Play' appears to have hit a new low.",0,2 weeks ago
@danielbejarano6723,Do they know overwatch is a thing already? 7:55,0,2 weeks ago
@michaelmonstar4276,0:44 - What now??...,0,2 weeks ago
@Chris-pt6hh,This made me sad that this is the state of play,0,2 weeks ago
@michaelmonstar4276,The developers of Concord come across as NPCs...,0,2 weeks ago
@FixCongress,Oh yay -__- live service games. I’m so glad this is the future of the sh**iest generation in gaming ever. So glad I’ve switched back to PC.,0,2 weeks ago
@TheCephalon,State of play? More like state of mid,0,2 weeks ago
@andrewrootz1577,"ASTRO BOT, TAKE MY MONEY.",0,2 weeks ago
@frankstorm7902,silent hill 2 look better,0,2 weeks ago
@userdogoogle7729,FlopState,0,2 weeks ago
@CODE14464,"All i see is a bunch of moaners, if yall dont want to play games no more cos you 40+ then dont, go live your life, your time is gone!",0,2 weeks ago
@MichaelsExplorations,All ️,0,2 weeks ago
@robinpkstr,Garbage,0,2 weeks ago
